CMD, D, D, D, D, TLAST, TKEEP, TIME_NS
DATA:1, -5.963916779e-01, -7.839826345e-01, 2.465897799e+00, 7.991394997e-01, 0, -1, 6380.8
DATA:1, -5.985592604e-01, -7.959941626e-01, 2.325469494e+00, 6.108200550e-01, 0, -1, 6384
DATA:1, -5.907448530e-01, -7.991442680e-01, 2.211134672e+00, 3.984322250e-01, 0, -1, 6390.4
DATA:1, -4.730921388e-01, -8.159677982e-01, 2.354086876e+00, 1.629652381e-01, 0, -1, 6396.8
DATA:1, -4.257333577e-01, -8.671498895e-01, 1.596004248e+00, -5.496574566e-02, 0, -1, 6403.2
DATA:1, -3.764316440e-01, -8.496312499e-01, 9.680200815e-01, -2.858793736e-01, 0, -1, 6406.4
DATA:1, -4.097583294e-01, -8.343326449e-01, 3.310579062e-01, -4.874948859e-01, 0, -1, 6412.8
DATA:1, -3.973198533e-01, -8.054143786e-01, 2.320508659e-01, -6.601425409e-01, 0, -1, 6419.2
DATA:1, -2.741658390e-01, -7.376372814e-01, 1.922939569e-01, -7.924939394e-01, 0, -1, 6425.6
DATA:1, -1.359484792e-01, -7.165387869e-01, 6.199846268e-01, -8.753708005e-01, 0, -1, 6428.8
DATA:1, -6.554543972e-02, -6.091892719e-01, 1.271474838e+00, -8.926467299e-01, 0, -1, 6435.2
DATA:1, -6.421701983e-05, -5.059118867e-01, 9.057273269e-01, -8.454502225e-01, 0, -1, 6441.6
DATA:1, 4.903422296e-02, -4.067314267e-01, 1.325530648e+00, -7.541241050e-01, 0, -1, 6448
DATA:1, 4.879795387e-02, -2.695420682e-01, 9.008768797e-01, -5.979205370e-01, 0, -1, 6451.2
DATA:1, 1.869542003e-01, -1.822147518e-01, 7.410103083e-01, -4.056029618e-01, 0, -1, 6457.6
DATA:1, 3.041716814e-01, -4.490579665e-02, 8.910121322e-01, -2.014900744e-01, 0, -1, 6464
DATA:1, 2.799465060e-01, 1.296060681e-01, 1.567509890e+00, 4.963753372e-02, 0, -1, 6470.4
DATA:1, 2.907616794e-01, 2.560164034e-01, 2.049486876e+00, 2.892792225e-01, 0, -1, 6473.6
DATA:1, 3.464734554e-01, 4.310113788e-01, 2.430243015e+00, 5.017317533e-01, 0, -1, 6480
DATA:1, 3.269232512e-01, 5.567430258e-01, 2.844903946e+00, 7.118320465e-01, 0, -1, 6486.4
DATA:1, 4.845308363e-01, 6.488953233e-01, 2.230932713e+00, 8.619980812e-01, 0, -1, 6492.8
DATA:1, 5.564817786e-01, 7.640486360e-01, 2.136830330e+00, 9.582540989e-01, 0, -1, 6496
DATA:1, 6.202664971e-01, 8.519868851e-01, 1.921729326e+00, 1.005548477e+00, 0, -1, 6502.4
DATA:1, 7.552187443e-01, 9.169914722e-01, 2.099657297e+00, 9.979175925e-01, 0, -1, 6508.8
DATA:1, 7.426219583e-01, 9.615800381e-01, 2.671045780e+00, 9.051344395e-01, 0, -1, 6515.2
DATA:1, 8.627743721e-01, 9.816034436e-01, 2.907263756e+00, 7.966493368e-01, 0, -1, 6518.4
DATA:1, 8.636180162e-01, 1.001301289e+00, 2.930379629e+00, 6.234855652e-01, 0, -1, 6524.8
DATA:1, 8.954371214e-01, 1.009672403e+00, 2.533617973e+00, 3.964992762e-01, 0, -1, 6531.2
DATA:1, 9.278459549e-01, 1.070527673e+00, 2.402034044e+00, 1.654875875e-01, 0, -1, 6537.6
DATA:1, 9.662973285e-01, 1.072244883e+00, 2.307859421e+00, -7.807202637e-02, 0, -1, 6540.8
DATA:1, 1.029415846e+00, 1.076082349e+00, 2.281759262e+00, -3.051112890e-01, 0, -1, 6547.2
DATA:1, 1.074383020e+00, 1.082644105e+00, 2.562037468e+00, -5.190367103e-01, 0, -1, 6553.6
DATA:1, 1.111835599e+00, 1.027050734e+00, 2.082018852e+00, -6.781907082e-01, 0, -1, 6560
DATA:1, 1.137146235e+00, 1.005726218e+00, 1.972054482e+00, -8.233011961e-01, 0, -1, 6563.2
DATA:1, 1.099783778e+00, 9.230624437e-01, 1.269462585e+00, -8.982373476e-01, 0, -1, 6569.6
DATA:1, 1.071574450e+00, 8.234066367e-01, 1.082081795e+00, -9.086964726e-01, 0, -1, 6576
DATA:1, 1.165193319e+00, 6.990824938e-01, 6.446579099e-01, -8.562567234e-01, 0, -1, 6582.4
DATA:1, 1.154990911e+00, 5.826046467e-01, 1.617878079e-01, -7.512621880e-01, 0, -1, 6585.6
DATA:1, 1.256552219e+00, 4.371696711e-01, 5.204914808e-01, -6.004644036e-01, 0, -1, 6592
DATA:1, 1.254713774e+00, 3.291507363e-01, 1.304842830e-01, -3.960008919e-01, 0, -1, 6598.4
DATA:1, 1.182377100e+00, 2.139956951e-01, 3.729979992e-01, -1.875147223e-01, 0, -1, 6604.8
DATA:1, 1.254356623e+00, 8.085607737e-02, 6.903176904e-01, 5.820314959e-02, 0, -1, 6608
DATA:1, 1.268695951e+00, -2.071559429e-03, 6.030908227e-01, 3.052838743e-01, 0, -1, 6614.4
DATA:1, 1.298560381e+00, -1.505372375e-01, 5.810574889e-01, 5.341367126e-01, 0, -1, 6620.8
DATA:1, 1.344026685e+00, -2.404241860e-01, 7.149738073e-01, 7.330491543e-01, 0, -1, 6627.2
DATA:1, 1.219176292e+00, -3.220824599e-01, 9.880785942e-01, 8.815584779e-01, 0, -1, 6630.4
DATA:1, 1.161268950e+00, -4.193432927e-01, 1.079516649e+00, 9.694198966e-01, 0, -1, 6636.8
DATA:1, 1.164574862e+00, -5.012058616e-01, 1.510599732e+00, 9.973321557e-01, 0, -1, 6643.2
DATA:1, 1.155898809e+00, -6.040928960e-01, 2.124192238e+00, 9.672442675e-01, 0, -1, 6649.6
DATA:1, 1.223798394e+00, -7.222233415e-01, 1.774270177e+00, 8.991323113e-01, 0, -1, 6652.8
DATA:1, 1.223610759e+00, -8.260405660e-01, 2.416865349e+00, 7.834800482e-01, 0, -1, 6659.2
DATA:1, 1.141839266e+00, -8.434041739e-01, 2.317186832e+00, 6.220192909e-01, 0, -1, 6665.6
DATA:1, 1.116291642e+00, -8.673582077e-01, 2.452539444e+00, 4.339863062e-01, 0, -1, 6672
DATA:1, 1.054750085e+00, -8.703252673e-01, 3.048449278e+00, 1.968679875e-01, 0, -1, 6675.2
DATA:1, 9.332728982e-01, -8.560166359e-01, 2.569727421e+00, -6.693544984e-02, 0, -1, 6681.6
DATA:1, 9.327927828e-01, -8.837241530e-01, 2.949657679e+00, -3.022929728e-01, 0, -1, 6688
DATA:1, 8.421847820e-01, -8.340824842e-01, 3.097388268e+00, -5.338779688e-01, 0, -1, 6694.4
DATA:1, 7.604824305e-01, -7.509503365e-01, 2.898731232e+00, -7.023637295e-01, 0, -1, 6697.6
DATA:1, 7.481051683e-01, -6.898166537e-01, 3.405767918e+00, -8.297156692e-01, 0, -1, 6704
DATA:1, 7.093650103e-01, -6.036732197e-01, 3.331713200e+00, -9.154590368e-01, 0, -1, 6710.4
DATA:1, 5.973643661e-01, -5.193991065e-01, 2.566584587e+00, -9.293445349e-01, 0, -1, 6716.8
DATA:1, 5.884536505e-01, -4.616221189e-01, 2.148366928e+00, -8.927469254e-01, 0, -1, 6720
DATA:1, 4.807576835e-01, -3.376340866e-01, 1.325126648e+00, -7.841708064e-01, 0, -1, 6726.4
DATA:1, 3.939698637e-01, -2.405619621e-01, 8.871514797e-01, -6.231463552e-01, 0, -1, 6732.8
DATA:1, 3.532431722e-01, -1.589873284e-01, 9.459249973e-01, -4.051172435e-01, 0, -1, 6739.2
DATA:1, 2.056027502e-01, -5.226749182e-02, 8.870149255e-01, -1.684403718e-01, 0, -1, 6742.4
DATA:1, 2.238962501e-01, 6.111935526e-02, 8.163862824e-01, 7.625372708e-02, 0, -1, 6748.8
DATA:1, 1.416012943e-01, 2.332453132e-01, 4.545007944e-01, 3.105956316e-01, 0, -1, 6755.2
DATA:1, 8.999416977e-02, 3.408104777e-01, 7.555868626e-01, 5.267068148e-01, 0, -1, 6761.6
DATA:1, 5.324090645e-02, 4.741737247e-01, 7.036771178e-01, 7.025611401e-01, 0, -1, 6764.8
DATA:1, -8.765082061e-02, 6.061633825e-01, 1.056015015e+00, 8.622254133e-01, 0, -1, 6771.2
DATA:1, -2.034598589e-01, 6.708319187e-01, 1.634501100e+00, 9.751745462e-01, 0, -1, 6777.6
DATA:1, -2.703236938e-01, 7.993484139e-01, 1.222091317e+00, 1.007232428e+00, 0, -1, 6784
DATA:1, -3.062148988e-01, 8.934173584e-01, 1.476835370e+00, 1.009905219e+00, 0, -1, 6787.2
DATA:1, -3.573584557e-01, 9.260510206e-01, 1.466125488e+00, 9.323844910e-01, 0, -1, 6793.6
DATA:1, -4.087541401e-01, 9.791140556e-01, 1.274869800e+00, 7.931081057e-01, 0, -1, 6800
DATA:1, -4.289205372e-01, 1.007117867e+00, 1.130348325e+00, 6.273669004e-01, 0, -1, 6806.4
DATA:1, -4.720080197e-01, 1.066196918e+00, 7.991952300e-01, 4.076765776e-01, 0, -1, 6809.6
DATA:1, -4.158102274e-01, 1.131444812e+00, 7.956825495e-01, 1.705578119e-01, 0, -1, 6816
DATA:1, -3.519834876e-01, 1.159142613e+00, 7.430582047e-01, -7.547974586e-02, 0, -1, 6822.4
DATA:1, -4.368006289e-01, 1.176352501e+00, 8.101259470e-01, -3.167799115e-01, 0, -1, 6828.8
DATA:1, -4.764478207e-01, 1.131210089e+00, 9.042863846e-01, -5.364583731e-01, 0, -1, 6832
DATA:1, -5.674991012e-01, 1.072413802e+00, 5.511457920e-01, -7.082525492e-01, 0, -1, 6838.4
DATA:1, -6.599364877e-01, 9.861414433e-01, 9.509315491e-01, -8.366717100e-01, 0, -1, 6844.8
DATA:1, -6.004847884e-01, 8.687629104e-01, 1.486137629e+00, -9.114759564e-01, 0, -1, 6851.2
DATA:1, -5.731560588e-01, 7.947393656e-01, 2.196878910e+00, -9.042390585e-01, 0, -1, 6854.4
DATA:1, -5.515099168e-01, 6.933213472e-01, 2.959464550e+00, -8.504422903e-01, 0, -1, 6860.8
DATA:1, -5.622807741e-01, 6.401125193e-01, 3.170116425e+00, -7.319399118e-01, 0, -1, 6867.2
DATA:1, -5.892464519e-01, 5.308743119e-01, 2.835531473e+00, -5.804906487e-01, 0, -1, 6873.6
DATA:1, -7.004877329e-01, 3.867928684e-01, 2.361348629e+00, -4.065947831e-01, 0, -1, 6876.8
DATA:1, -7.448187470e-01, 2.354799658e-01, 2.149225950e+00, -1.916783750e-01, 0, -1, 6883.2
DATA:1, -6.904376745e-01, 7.849181443e-02, 1.582669258e+00, 3.234434128e-02, 0, -1, 6889.6
DATA:1, -6.781201959e-01, -1.957092620e-02, 1.532861233e+00, 2.746249437e-01, 0, -1, 6896
DATA:1, -6.211106181e-01, -1.407106668e-01, 1.575135708e+00, 5.050010681e-01, 0, -1, 6899.2
DATA:1, -5.669173002e-01, -2.328066528e-01, 1.824107885e+00, 7.069299221e-01, 0, -1, 6905.6
DATA:1, -6.002546549e-01, -3.507748246e-01, 1.905131698e+00, 8.699502945e-01, 0, -1, 6912
DATA:1, -6.551101208e-01, -4.778258801e-01, 2.316186428e+00, 9.663766026e-01, 0, -1, 6918.4
DATA:1, -6.685742140e-01, -6.024109125e-01, 2.395741463e+00, 1.015896320e+00, 0, -1, 6921.6
DATA:1, -6.576600671e-01, -7.160050273e-01, 1.727906823e+00, 9.843361974e-01, 0, -1, 6928
DATA:1, -6.412127018e-01, -7.857218385e-01, 1.497148037e+00, 9.054658413e-01, 0, -1, 6934.4
DATA:1, -5.414202809e-01, -8.153929710e-01, 1.356554508e+00, 7.762356997e-01, 0, -1, 6940.8
DATA:1, -4.709528387e-01, -8.550733328e-01, 1.193835497e+00, 6.025543213e-01, 0, -1, 6944
DATA:1, -4.734590650e-01, -8.420192003e-01, 1.494901180e+00, 4.032886922e-01, 0, -1, 6950.4
DATA:1, -3.753535151e-01, -8.412821889e-01, 1.559483767e+00, 1.715367883e-01, 0, -1, 6956.8
DATA:1, -3.242184222e-01, -8.664089441e-01, 1.403115869e+00, -7.416749001e-02, 0, -1, 6963.2
DATA:1, -3.132675588e-01, -8.120471239e-01, 1.342257261e+00, -3.170619011e-01, 0, -1, 6966.4
DATA:1, -2.715901136e-01, -8.046169281e-01, 1.134941578e+00, -5.447866917e-01, 0, -1, 6972.8
DATA:1, -3.138450086e-01, -7.907272577e-01, 1.486987591e+00, -7.234917283e-01, 0, -1, 6979.2
DATA:1, -2.523327768e-01, -7.482119799e-01, 1.224197507e+00, -8.277378082e-01, 0, -1, 6985.6
DATA:1, -1.277443022e-01, -6.781973839e-01, 1.019264817e+00, -8.939019442e-01, 0, -1, 6988.8
DATA:1, -6.138123572e-02, -6.113746166e-01, 1.359790802e+00, -9.032123089e-01, 0, -1, 6995.2
DATA:1, -6.812632084e-03, -4.746897221e-01, 1.090047240e+00, -8.403716683e-01, 0, -1, 7001.6
DATA:1, 5.905626342e-03, -3.228134215e-01, 1.056831717e+00, -7.381600738e-01, 0, -1, 7008
DATA:1, -3.504696488e-02, -2.357317507e-01, 1.634978175e+00, -5.856728554e-01, 0, -1, 7011.2
DATA:1, -2.948405035e-02, -8.287164569e-02, 1.491089106e+00, -3.781906962e-01, 0, -1, 7017.6
DATA:1, 5.066883564e-02, 2.560696751e-02, 1.862903833e+00, -1.650268584e-01, 0, -1, 7024
DATA:1, 8.314496279e-02, 1.621894240e-01, 1.884357929e+00, 6.742455065e-02, 0, -1, 7030.4
DATA:1, 1.994018555e-01, 3.161736727e-01, 1.785290241e+00, 3.140196800e-01, 0, -1, 7033.6
DATA:1, 2.941843271e-01, 4.467639923e-01, 2.085419416e+00, 5.360325575e-01, 0, -1, 7040
DATA:1, 3.845949173e-01, 5.481793880e-01, 1.830898523e+00, 7.198807001e-01, 0, -1, 7046.4
DATA:1, 4.284726679e-01, 6.443457007e-01, 2.518781185e+00, 8.747471571e-01, 0, -1, 7052.8
DATA:1, 5.291266441e-01, 7.580519915e-01, 2.758129120e+00, 9.753046036e-01, 0, -1, 7056
DATA:1, 6.331686974e-01, 8.152518868e-01, 2.660505056e+00, 1.024477482e+00, 0, -1, 7062.4
DATA:1, 6.507989168e-01, 9.233514071e-01, 2.999870300e+00, 1.021833658e+00, 0, -1, 7068.8
DATA:1, 7.406501770e-01, 9.887432456e-01, 2.854901314e+00, 9.389902949e-01, 0, -1, 7075.2
DATA:1, 7.402774692e-01, 1.051307797e+00, 2.545079947e+00, 8.031473160e-01, 0, -1, 7078.4
DATA:1, 7.944758534e-01, 1.093085051e+00, 2.386182308e+00, 6.052951813e-01, 0, -1, 7084.8
DATA:1, 9.366603494e-01, 1.143795490e+00, 2.314809322e+00, 3.773322105e-01, 0, -1, 7091.2
DATA:1, 9.601426125e-01, 1.139480710e+00, 1.913023829e+00, 1.525986046e-01, 0, -1, 7097.6
DATA:1, 1.058541775e+00, 1.112766623e+00, 2.172119617e+00, -8.893167973e-02, 0, -1, 7100.8
DATA:1, 1.068041921e+00, 1.137930393e+00, 2.180261135e+00, -3.053497076e-01, 0, -1, 7107.2
DATA:1, 1.036759853e+00, 1.105414629e+00, 1.503560066e+00, -5.041878819e-01, 0, -1, 7113.6
DATA:1, 1.077481985e+00, 1.075416327e+00, 1.198564053e+00, -6.750797033e-01, 0, -1, 7120
DATA:1, 1.063783050e+00, 1.035696983e+00, 5.054548383e-01, -7.936794162e-01, 0, -1, 7123.2
DATA:1, 1.079776883e+00, 9.643886685e-01, 2.461848855e-01, -8.653174639e-01, 0, -1, 7129.6
DATA:1, 1.149093866e+00, 8.493510485e-01, 6.537852287e-01, -8.813591599e-01, 0, -1, 7136
DATA:1, 1.213969111e+00, 7.674580812e-01, 9.150855541e-01, -8.400388956e-01, 0, -1, 7142.4
DATA:1, 1.264827013e+00, 6.184269786e-01, 1.343721271e+00, -7.465649843e-01, 0, -1, 7145.6
DATA:1, 1.337360024e+00, 4.833265543e-01, 1.381539702e+00, -5.872458220e-01, 0, -1, 7152
DATA:1, 1.354590058e+00, 3.886850476e-01, 1.478820562e+00, -3.780593276e-01, 0, -1, 7158.4
DATA:1, 1.375970125e+00, 2.713420987e-01, 1.484986782e+00, -1.518858969e-01, 0, -1, 7164.8
DATA:1, 1.328849435e+00, 1.911621392e-01, 1.088651419e+00, 8.276267350e-02, 0, -1, 7168
DATA:1, 1.260513306e+00, 3.314747661e-02, 5.983917117e-01, 3.220798969e-01, 0, -1, 7174.4
DATA:1, 1.162157297e+00, -1.006903946e-01, 6.414014101e-01, 5.256373882e-01, 0, -1, 7180.8
DATA:1, 1.120420456e+00, -2.351053059e-01, 2.750924230e-01, 7.269282937e-01, 0, -1, 7187.2
DATA:1, 1.152628899e+00, -3.602344394e-01, 9.032592773e-01, 8.740507960e-01, 0, -1, 7190.4
DATA:1, 1.107320547e+00, -4.335038364e-01, 1.375598907e+00, 9.550206065e-01, 0, -1, 7196.8
DATA:1, 1.181896687e+00, -5.406094193e-01, 9.324375987e-01, 1.014501572e+00, 0, -1, 7203.2
DATA:1, 1.205222607e+00, -6.223037243e-01, 1.832772374e+00, 9.732195139e-01, 0, -1, 7209.6
DATA:1, 1.194758654e+00, -6.963080764e-01, 1.346460581e+00, 8.982910514e-01, 0, -1, 7212.8
DATA:1, 1.211524844e+00, -7.550600171e-01, 1.911201477e+00, 7.770727873e-01, 0, -1, 7219.2
DATA:1, 1.188334942e+00, -8.114816546e-01, 2.554420233e+00, 5.863468051e-01, 0, -1, 7225.6
DATA:1, 1.142996907e+00, -8.348128796e-01, 2.337721586e+00, 3.722273409e-01, 0, -1, 7232
DATA:1, 1.067462564e+00, -8.394147158e-01, 2.794863224e+00, 1.404402256e-01, 0, -1, 7235.2
DATA:1, 1.026088476e+00, -8.344225883e-01, 2.440660715e+00, -9.485801309e-02, 0, -1, 7241.6
DATA:1, 9.058670402e-01, -8.316036463e-01, 2.139899254e+00, -3.405938745e-01, 0, -1, 7248
DATA:1, 8.378856182e-01, -8.187004328e-01, 2.259867430e+00, -5.460498333e-01, 0, -1, 7254.4
DATA:1, 7.307100296e-01, -8.085976243e-01, 2.510297298e+00, -7.285345197e-01, 0, -1, 7257.6
DATA:1, 6.906864643e-01, -7.502199411e-01, 2.578376532e+00, -8.578785658e-01, 0, -1, 7264
DATA:1, 6.401385069e-01, -6.258919835e-01, 2.944393635e+00, -9.135988355e-01, 0, -1, 7270.4
DATA:1, 5.464583039e-01, -5.603715181e-01, 2.790455341e+00, -9.112653732e-01, 0, -1, 7276.8
DATA:1, 5.202818513e-01, -4.563657641e-01, 2.239170313e+00, -8.384004235e-01, 0, -1, 7280
DATA:1, 4.685341418e-01, -3.374386728e-01, 2.012240887e+00, -7.386449575e-01, 0, -1, 7286.4
DATA:1, 4.289125502e-01, -2.518200576e-01, 1.532079697e+00, -5.662738681e-01, 0, -1, 7292.8
DATA:1, 3.644002676e-01, -1.133015677e-01, 1.276934624e+00, -3.742308617e-01, 0, -1, 7299.2
DATA:1, 3.036354780e-01, 3.132796288e-02, 1.728867769e+00, -1.441661268e-01, 0, -1, 7302.4
DATA:1, 1.831844449e-01, 1.129688472e-01, 1.823574066e+00, 1.133522093e-01, 0, -1, 7308.8
DATA:1, 1.532751024e-01, 2.159241438e-01, 1.850233555e+00, 3.353312612e-01, 0, -1, 7315.2
DATA:1, 1.143842265e-01, 3.566010594e-01, 1.479564786e+00, 5.652362108e-01, 0, -1, 7321.6
DATA:1, 1.191802397e-01, 4.439401329e-01, 6.913025975e-01, 7.390170097e-01, 0, -1, 7324.8
DATA:1, 1.267990470e-01, 6.140590906e-01, 5.440839529e-01, 8.674277067e-01, 0, -1, 7331.2
DATA:1, 7.883430272e-02, 7.384356856e-01, 3.367545009e-01, 9.711549282e-01, 0, -1, 7337.6
DATA:1, -2.826315910e-02, 8.252613544e-01, 5.486299992e-01, 1.013800025e+00, 0, -1, 7344
DATA:1, -1.779217273e-01, 9.542637467e-01, 9.541009068e-01, 9.933537841e-01, 0, -1, 7347.2
DATA:1, -2.917811275e-01, 9.882960320e-01, 6.302529573e-01, 9.163213968e-01, 0, -1, 7353.6
DATA:1, -3.435033560e-01, 1.057825565e+00, 5.091167092e-01, 7.734615803e-01, 0, -1, 7360
DATA:1, -3.648551106e-01, 1.076181889e+00, 1.911870986e-01, 5.858113766e-01, 0, -1, 7366.4
DATA:1, -3.300299048e-01, 1.055775166e+00, -1.616411805e-01, 3.788913786e-01, 0, -1, 7369.6
DATA:1, -2.939069569e-01, 1.059988141e+00, 4.187529385e-01, 1.344114095e-01, 0, -1, 7376
DATA:1, -4.144190550e-01, 1.077230573e+00, 9.663078785e-01, -1.061099395e-01, 0, -1, 7382.4
DATA:1, -4.777096808e-01, 1.078150034e+00, 1.809487700e+00, -3.412296176e-01, 0, -1, 7388.8
DATA:1, -5.449200869e-01, 1.084066749e+00, 1.938225746e+00, -5.524493456e-01, 0, -1, 7392
DATA:1, -6.301627159e-01, 1.082601666e+00, 1.870825052e+00, -7.229551077e-01, 0, -1, 7398.4
DATA:1, -6.785303354e-01, 1.010504842e+00, 1.568675518e+00, -8.508712053e-01, 0, -1, 7404.8
DATA:1, -6.523332000e-01, 9.287419319e-01, 1.707528114e+00, -9.230222106e-01, 0, -1, 7411.2
DATA:1, -6.902527809e-01, 8.160105944e-01, 2.221112728e+00, -9.420748949e-01, 0, -1, 7414.4
DATA:1, -7.035086751e-01, 6.656835079e-01, 2.334248543e+00, -8.732220531e-01, 0, -1, 7420.8
DATA:1, -6.394178867e-01, 5.277956724e-01, 2.420652866e+00, -7.434120774e-01, 0, -1, 7427.2
DATA:1, -7.280623913e-01, 4.368265867e-01, 2.197577477e+00, -5.759451985e-01, 0, -1, 7433.6
DATA:1, -7.718032598e-01, 3.461808562e-01, 2.064866543e+00, -3.643443882e-01, 0, -1, 7436.8
DATA:1, -7.897253633e-01, 2.388346344e-01, 1.858541489e+00, -1.504489332e-01, 0, -1, 7443.2
DATA:1, -8.904241920e-01, 1.040839553e-01, 2.328835726e+00, 7.886217535e-02, 0, -1, 7449.6
DATA:1, -8.414567709e-01, -6.624087691e-02, 2.014409542e+00, 3.193204701e-01, 0, -1, 7456
DATA:1, -8.267816901e-01, -2.160756290e-01, 1.713657856e+00, 5.367919803e-01, 0, -1, 7459.2
DATA:1, -8.098128438e-01, -3.091863990e-01, 1.834299326e+00, 7.366485596e-01, 0, -1, 7465.6
DATA:1, -6.990794539e-01, -4.158378243e-01, 1.547311544e+00, 8.719622493e-01, 0, -1, 7472
DATA:1, -7.104256153e-01, -5.135602951e-01, 2.003305435e+00, 9.715095758e-01, 0, -1, 7478.4
DATA:1, -6.964466572e-01, -6.148721576e-01, 2.542137623e+00, 1.009405732e+00, 0, -1, 7481.6
DATA:1, -6.263980865e-01, -6.990590692e-01, 2.625871420e+00, 9.869704843e-01, 0, -1, 7488
DATA:1, -6.747444868e-01, -7.401689887e-01, 2.205826283e+00, 9.034860134e-01, 0, -1, 7494.4
DATA:1, -6.256093979e-01, -7.768654823e-01, 2.000664949e+00, 7.677509785e-01, 0, -1, 7500.8
DATA:1, -5.250834227e-01, -7.791325450e-01, 1.635778785e+00, 5.838180780e-01, 0, -1, 7504
DATA:1, -5.199127793e-01, -8.041256666e-01, 1.161701798e+00, 3.559916914e-01, 0, -1, 7510.4
DATA:1, -4.617600441e-01, -7.977617383e-01, 1.614193678e+00, 1.413873136e-01, 0, -1, 7516.8
DATA:1, -4.625729918e-01, -7.910738587e-01, 1.167897463e+00, -1.068102866e-01, 0, -1, 7523.2
DATA:1, -4.693750739e-01, -7.914065123e-01, 7.511268854e-01, -3.447917998e-01, 0, -1, 7526.4
DATA:1, -4.185229540e-01, -7.773529887e-01, 4.430865645e-01, -5.541124940e-01, 0, -1, 7532.8
DATA:1, -3.982905447e-01, -7.635992169e-01, -3.840402365e-01, -7.363159657e-01, 0, -1, 7539.2
DATA:1, -2.872458696e-01, -6.817536354e-01, -6.257110834e-02, -8.626557589e-01, 0, -1, 7545.6
DATA:1, -1.831373125e-01, -6.191626787e-01, 1.908840090e-01, -9.303032756e-01, 0, -1, 7548.8
DATA:1, -1.735533774e-01, -5.597606897e-01, 3.961348534e-01, -9.175748825e-01, 0, -1, 7555.2
DATA:1, -2.680618316e-02, -4.544372261e-01, 6.232478619e-01, -8.584344387e-01, 0, -1, 7561.6
DATA:1, 2.347679995e-02, -3.681443930e-01, 7.385680079e-01, -7.375191450e-01, 0, -1, 7568
DATA:1, 9.085779637e-02, -2.671785951e-01, 7.647531629e-01, -5.588008165e-01, 0, -1, 7571.2
DATA:1, 1.552186906e-01, -1.067264006e-01, 1.088619232e+00, -3.717893660e-01, 0, -1, 7577.6
DATA:1, 1.424349844e-01, 2.122479305e-02, 1.773943186e+00, -1.546414346e-01, 0, -1, 7584
DATA:1, 2.245369852e-01, 1.406748146e-01, 1.850697517e+00, 8.061915636e-02, 0, -1, 7590.4
DATA:1, 2.882478833e-01, 3.087650239e-01, 2.244934559e+00, 3.177495301e-01, 0, -1, 7593.6
DATA:1, 4.001550972e-01, 4.135144353e-01, 2.810896635e+00, 5.377795696e-01, 0, -1, 7600
DATA:1, 5.108428597e-01, 5.069496632e-01, 2.531983376e+00, 7.413029075e-01, 0, -1, 7606.4
DATA:1, 5.968200564e-01, 6.078504920e-01, 2.342873573e+00, 8.747206926e-01, 0, -1, 7612.8
DATA:1, 6.350184679e-01, 6.919972301e-01, 2.050797701e+00, 9.620034099e-01, 0, -1, 7616
DATA:1, 6.471671462e-01, 7.737458944e-01, 2.041909218e+00, 1.009116769e+00, 0, -1, 7622.4
DATA:1, 6.574436426e-01, 8.584171534e-01, 2.139692307e+00, 9.845238328e-01, 0, -1, 7628.8
DATA:1, 7.341701984e-01, 9.495726228e-01, 2.176841021e+00, 9.199078083e-01, 0, -1, 7635.2
DATA:1, 7.561374903e-01, 1.020595193e+00, 2.459282398e+00, 7.745620608e-01, 0, -1, 7638.4
DATA:1, 7.884799242e-01, 1.083170414e+00, 2.238484144e+00, 5.818577409e-01, 0, -1, 7644.8
DATA:1, 8.447903395e-01, 1.138979077e+00, 2.714677095e+00, 3.627303839e-01, 0, -1, 7651.2
DATA:1, 8.378734589e-01, 1.122085810e+00, 2.899736404e+00, 1.067275181e-01, 0, -1, 7657.6
DATA:1, 9.602270126e-01, 1.073370457e+00, 2.684178114e+00, -1.260606349e-01, 0, -1, 7660.8
DATA:1, 1.005639911e+00, 1.073352575e+00, 2.811965704e+00, -3.504697084e-01, 0, -1, 7667.2
DATA:1, 1.076171637e+00, 1.027807951e+00, 1.859647036e+00, -5.521461964e-01, 0, -1, 7673.6
DATA:1, 1.148706436e+00, 9.907630682e-01, 1.584774137e+00, -7.021757364e-01, 0, -1, 7680
DATA:1, 1.098480701e+00, 9.377195835e-01, 1.595185280e+00, -8.255317211e-01, 0, -1, 7683.2
DATA:1, 1.137652874e+00, 8.301557899e-01, 8.276166320e-01, -8.960788846e-01, 0, -1, 7689.6
DATA:1, 1.112737417e+00, 7.127160430e-01, 1.147197008e+00, -9.144364595e-01, 0, -1, 7696
DATA:1, 1.086693287e+00, 6.460652351e-01, 1.205258965e+00, -8.735046387e-01, 0, -1, 7702.4
DATA:1, 1.156048179e+00, 5.452751517e-01, 8.496245146e-01, -7.488200068e-01, 0, -1, 7705.6
DATA:1, 1.146760941e+00, 4.399194717e-01, 1.117315054e+00, -5.681489706e-01, 0, -1, 7712
DATA:1, 1.214693546e+00, 3.323194683e-01, 1.310569286e+00, -3.613578975e-01, 0, -1, 7718.4
DATA:1, 1.278258801e+00, 1.995480061e-01, 1.439967871e+00, -1.161746755e-01, 0, -1, 7724.8
DATA:1, 1.309124231e+00, 7.916352153e-02, 1.492419958e+00, 1.135540158e-01, 0, -1, 7728
